Beijing,80,1,2
Tianjin,23,0,0
Shanghai,53,1,3
Chongqing,110,0,0
Hebei,18,1,0
Henan,128,1,0
Yunnan,26,0,0
Liaoning,27,0,0
Heilongjiang,21,1,0
Hunan,100,0,0
Anhui,70,0,0
Shandong,75,0,0
Xinjiang,5,0,0
Jiangsu,47,0,1
Zhejiang,128,0,1
Jiangxi,72,0,2
Hubei,1423,76,45
Guangxi,46,0,0
Gansu,14,0,0
Shanxi,13,0,0
Inner Mongolia,11,0,0
Shaanxi,35,0,0
Jilin,6,0,0
Fujian,59,0,0
Guizhou,7,0,0
Guangdong,151,0,4
Qinghai,6,0,0
Tibet,0,0,0
Sichuan,69,0,0
Ningxia,7,0,0
Hainan,33,1,0
Taiwan,5,0,0
Hong Kong,8,0,0
Macau,6,0,0
