Beijing,569,8,408,3,0,2
Tianjin,155,3,133,4,0,0
Shanghai,468,5,334,17,0,3
Chongqing,578,6,570,0,0,0
Hebei,319,6,310,0,0,0
Henan,1275,22,1250,0,0,0
Yunnan,180,2,172,2,0,0
Liaoning,128,2,124,0,0,0
Heilongjiang,484,13,469,0,0,0
Hunan,1018,4,1014,0,0,0
Anhui,990,6,984,0,0,0
Shandong,772,7,752,1,0,0
Xinjiang,76,3,73,0,0,0
Jiangsu,641,0,631,1,0,0
Zhejiang,1247,1,1222,4,0,0
Jiangxi,936,1,934,0,0,0
Hubei,67801,3174,61732,0,5,531
Guangxi,254,2,250,0,0,0
Gansu,136,2,123,0,0,2
Shanxi,135,0,133,0,0,0
Inner Mongolia,92,1,74,3,0,0
Shaanxi,253,3,242,0,0,0
Jilin,95,1,92,0,0,0
Fujian,331,1,295,3,0,0
Guizhou,146,2,144,0,0,0
Guangdong,1456,8,1337,8,0,1
Qinghai,18,0,18,0,0,0
Tibet,1,0,1,0,0,0
Sichuan,548,3,536,1,0,0
Ningxia,75,0,75,0,0,0
Hainan,168,6,162,0,0,0
Taiwan,267,2,29,15,0,0
Hong Kong,519,4,110,66,0,0
Macau,33,0,10,2,0,0
