Beijing,411,8,271,1,1,14
Tianjin,136,3,109,0,0,7
Shanghai,337,3,287,0,0,8
Chongqing,576,6,438,0,0,16
Hebei,318,6,282,0,0,5
Henan,1272,21,1170,0,1,58
Yunnan,174,2,157,0,0,1
Liaoning,121,1,96,0,0,3
Heilongjiang,480,13,301,0,0,18
Hunan,1018,4,846,1,0,16
Anhui,990,6,868,0,0,47
Shandong,756,6,421,0,0,16
Xinjiang,76,3,62,0,0,10
Jiangsu,631,0,523,0,0,8
Zhejiang,1205,1,1016,0,0,41
Jiangxi,935,1,811,0,0,21
Hubei,66337,2727,28993,423,45,2590
Guangxi,252,2,176,0,0,8
Gansu,91,2,82,0,0,0
Shanxi,133,0,114,0,0,2
Inner Mongolia,75,0,49,0,0,4
Shaanxi,245,1,207,0,0,8
Jilin,93,1,75,0,0,2
Fujian,296,1,243,0,0,8
Guizhou,146,2,112,0,0,0
Guangdong,1349,7,983,1,0,48
Qinghai,18,0,18,0,0,0
Tibet,1,0,1,0,0,0
Sichuan,538,3,351,0,0,13
Ningxia,73,0,69,1,0,1
Hainan,168,5,148,0,0,15
Taiwan,39,1,9,5,0,3
Hong Kong,95,2,33,1,0,3
Macau,10,0,8,0,0,0
