Beijing,395,4,153,2,0,8
Tianjin,131,3,59,1,0,5
Shanghai,334,2,199,1,0,13
Chongqing,567,6,299,7,1,25
Hebei,307,5,169,1,1,17
Henan,1265,19,637,3,0,64
Yunnan,174,2,79,2,1,19
Liaoning,121,1,59,0,0,4
Heilongjiang,476,12,136,6,0,16
Hunan,1010,4,634,2,0,73
Anhui,987,6,474,1,0,61
Shandong,546,4,254,2,1,23
Xinjiang,76,1,22,0,0,2
Jiangsu,631,0,356,0,0,38
Zhejiang,1175,1,633,1,1,29
Jiangxi,934,1,433,0,0,71
Hubei,62442,2144,11788,411,115,1451
Guangxi,245,2,90,1,0,4
Gansu,91,2,71,0,0,6
Shanxi,132,0,76,1,0,8
Inner Mongolia,75,0,16,0,0,6
Shaanxi,245,1,118,3,1,16
Jilin,91,1,43,1,0,6
Fujian,293,1,126,0,1,14
Guizhou,146,2,72,0,0,2
Guangdong,1332,5,642,1,0,36
Qinghai,18,0,16,0,0,0
Tibet,1,0,1,0,0,0
Sichuan,520,3,217,6,0,29
Ningxia,71,0,44,0,0,2
Hainan,168,4,86,0,0,2
Taiwan,24,1,2,1,0,0
Hong Kong,68,2,6,5,0,1
Macau,10,0,6,0,0,1
