Beijing,366,3,69,14,0,13
Tianjin,119,3,21,7,1,10
Shanghai,315,1,62,4,0,5
Chongqing,529,4,128,11,1,26
Hebei,265,3,68,14,1,14
Henan,1169,10,296,34,2,50
Yunnan,156,0,27,2,0,1
Liaoning,117,1,22,1,0,2
Heilongjiang,395,9,33,17,1,2
Hunan,968,2,339,22,0,35
Anhui,910,5,157,21,1,30
Shandong,509,2,105,12,0,13
Xinjiang,63,1,6,4,1,3
Jiangsu,570,0,139,27,0,14
Zhejiang,1145,0,360,14,0,39
Jiangxi,872,1,170,28,0,18
Hubei,48206,1310,3459,14840,242,773
Guangxi,222,2,33,0,1,1
Gansu,90,2,39,3,0,8
Shanxi,126,0,36,0,0,3
Inner Mongolia,61,0,6,1,0,0
Shaanxi,229,0,46,4,0,3
Jilin,84,1,24,1,0,2
Fujian,279,0,57,7,0,4
Guizhou,135,1,27,2,0,9
Guangdong,1241,2,314,22,1,39
Qinghai,18,0,11,0,0,2
Tibet,1,0,1,0,0,0
Sichuan,451,1,104,15,0,12
Ningxia,64,0,24,6,0,0
Hainan,157,4,30,0,0,3
Taiwan,18,0,1,0,0,0
Hong Kong,53,1,1,3,0,0
Macau,10,0,3,0,0,1
