Beijing,400,4,235,0,0,20
Tianjin,135,3,96,0,0,5
Shanghai,337,3,272,1,0,4
Chongqing,576,6,384,0,0,12
Hebei,312,6,261,1,0,13
Henan,1271,19,1033,0,0,31
Yunnan,174,2,144,0,0,15
Liaoning,121,1,88,0,0,5
Heilongjiang,480,12,249,0,0,6
Hunan,1016,4,783,0,0,15
Anhui,989,6,744,0,0,32
Shandong,756,6,377,0,0,22
Xinjiang,76,2,34,0,0,4
Jiangsu,631,0,478,0,0,20
Zhejiang,1205,1,867,0,0,59
Jiangxi,934,1,719,0,0,36
Hubei,65187,2615,20969,401,52,1998
Guangxi,252,2,147,0,0,13
Gansu,91,2,81,0,0,1
Shanxi,133,0,104,0,0,6
Inner Mongolia,75,0,38,0,0,3
Shaanxi,245,1,192,0,0,6
Jilin,93,1,65,0,0,2
Fujian,294,1,218,0,0,19
Guizhou,146,2,104,0,0,0
Guangdong,1347,7,851,0,0,29
Qinghai,18,0,18,0,0,0
Tibet,1,0,1,0,0,0
Sichuan,531,3,307,2,0,18
Ningxia,71,0,65,0,0,4
Hainan,168,5,129,0,0,5
Taiwan,32,1,5,1,0,0
Hong Kong,91,2,24,7,0,5
Macau,10,0,7,0,0,0
