Beijing,593,8,510,0,0,1
Tianjin,189,3,174,0,0,1
Shanghai,635,7,521,7,0,9
Chongqing,579,6,570,0,0,0
Hebei,328,6,316,0,0,0
Henan,1276,22,1254,0,0,0
Yunnan,184,2,178,0,0,1
Liaoning,146,2,142,0,0,0
Heilongjiang,898,13,472,6,0,0
Hunan,1019,4,1015,0,0,0
Anhui,991,6,984,0,0,0
Shandong,787,7,765,0,0,0
Xinjiang,76,3,73,0,0,0
Jiangsu,653,0,643,0,0,0
Zhejiang,1268,1,1247,0,0,1
Jiangxi,937,1,936,0,0,0
Hubei,68128,4512,63507,0,0,13
Guangxi,254,2,252,0,0,0
Gansu,139,2,137,0,0,0
Shanxi,197,0,135,0,0,0
Inner Mongolia,193,1,104,0,0,0
Shaanxi,256,3,252,0,0,0
Jilin,104,1,97,2,0,0
Fujian,355,1,339,0,0,3
Guizhou,147,2,145,1,0,1
Guangdong,1580,8,1490,1,0,8
Qinghai,18,0,18,0,0,0
Tibet,1,0,1,0,0,0
Sichuan,561,3,554,0,0,1
Ningxia,75,0,75,0,0,0
Hainan,168,6,162,0,0,0
Taiwan,420,6,189,22,0,11
Hong Kong,1025,4,602,1,0,34
Macau,45,0,20,0,0,3
