Beijing,588,8,455,1,0,7
Tianjin,180,3,152,0,0,1
Shanghai,543,7,418,5,1,12
Chongqing,579,6,570,0,0,0
Hebei,327,6,312,0,0,0
Henan,1276,22,1252,0,0,0
Yunnan,184,2,173,0,0,0
Liaoning,144,2,131,0,0,1
Heilongjiang,569,13,470,25,0,1
Hunan,1019,4,1014,0,0,0
Anhui,990,6,984,0,0,0
Shandong,783,7,755,2,0,0
Xinjiang,76,3,73,0,0,0
Jiangsu,651,0,633,0,0,0
Zhejiang,1266,1,1232,1,0,2
Jiangxi,937,1,935,0,0,0
Hubei,67803,3213,64142,0,1,69
Guangxi,254,2,252,0,0,0
Gansu,139,2,133,0,0,1
Shanxi,163,0,134,25,0,1
Inner Mongolia,124,1,74,3,0,0
Shaanxi,256,3,246,0,0,0
Jilin,98,1,93,0,0,1
Fujian,351,1,308,0,0,3
Guizhou,146,2,144,0,0,0
Guangdong,1536,8,1411,3,0,10
Qinghai,18,0,18,0,0,0
Tibet,1,0,1,0,0,0
Sichuan,560,3,541,0,0,0
Ningxia,75,0,75,0,0,0
Hainan,168,6,162,0,0,0
Taiwan,379,5,61,3,0,4
Hong Kong,960,4,264,25,0,48
Macau,45,0,10,1,0,0
