Beijing,168,1,9,29,0,4
Tianjin,41,0,0,9,0,0
Shanghai,169,1,10,34,0,1
Chongqing,247,1,3,36,1,2
Hebei,96,1,0,14,0,0
Henan,422,2,3,70,0,0
Yunnan,93,0,2,10,0,1
Liaoning,64,0,1,16,0,0
Heilongjiang,80,2,2,21,0,2
Hunan,389,0,8,57,0,6
Anhui,297,0,5,60,0,2
Shandong,206,0,3,22,0,1
Xinjiang,18,0,0,1,0,0
Jiangsu,202,0,6,34,0,1
Zhejiang,599,0,21,61,0,7
Jiangxi,286,0,9,46,0,2
Hubei,7153,249,168,1347,45,27
Guangxi,100,0,2,13,0,0
Gansu,40,0,0,11,0,0
Shanxi,47,0,1,8,0,0
Inner Mongolia,23,0,1,3,0,0
Shaanxi,101,0,0,14,0,0
Jilin,17,0,1,3,0,0
Fujian,144,0,0,24,0,0
Guizhou,29,0,2,0,0,0
Guangdong,535,0,14,99,0,3
Qinghai,9,0,0,1,0,0
Tibet,1,0,0,0,0,0
Sichuan,207,1,3,30,0,2
Ningxia,26,0,0,5,0,0
Hainan,62,1,1,10,0,0
Taiwan,10,0,0,0,0,0
Hong Kong,13,0,0,1,0,0
Macau,7,0,0,0,0,0
