Beijing,418,8,297,4,0,9
Tianjin,136,3,124,0,0,0
Shanghai,338,3,298,0,0,4
Chongqing,576,6,502,0,0,12
Hebei,318,6,301,0,0,1
Henan,1272,22,1234,0,0,3
Yunnan,174,2,169,0,0,0
Liaoning,125,1,106,0,0,0
Heilongjiang,480,13,373,0,0,7
Hunan,1018,4,916,0,0,10
Anhui,990,6,956,0,0,20
Shandong,758,6,516,0,0,5
Xinjiang,76,3,69,0,0,1
Jiangsu,631,0,577,0,0,15
Zhejiang,1213,1,1114,0,0,21
Jiangxi,935,1,884,0,0,14
Hubei,67332,2871,38557,115,36,2349
Guangxi,252,2,210,0,0,8
Gansu,91,2,87,0,0,1
Shanxi,133,0,124,0,0,0
Inner Mongolia,75,1,63,0,0,4
Shaanxi,245,1,223,0,0,7
Jilin,93,1,86,0,0,3
Fujian,296,1,270,0,0,10
Guizhou,146,2,114,0,0,0
Guangdong,1350,7,1133,0,0,32
Qinghai,18,0,18,0,0,0
Tibet,1,0,1,0,0,0
Sichuan,538,3,406,0,0,12
Ningxia,75,0,69,1,0,0
Hainan,168,5,158,0,0,3
Taiwan,42,1,12,0,0,0
Hong Kong,105,2,37,5,0,0
Macau,10,0,9,0,0,0
