Beijing,410,7,257,0,2,9
Tianjin,136,3,102,0,0,0
Shanghai,337,3,279,0,0,3
Chongqing,576,6,422,0,0,21
Hebei,318,6,277,1,0,3
Henan,1272,20,1112,0,0,44
Yunnan,174,2,156,0,0,6
Liaoning,121,1,93,0,0,0
Heilongjiang,480,13,283,0,0,13
Hunan,1017,4,830,0,0,26
Anhui,990,6,821,1,0,29
Shandong,756,6,405,0,0,18
Xinjiang,76,3,52,0,1,9
Jiangsu,631,0,515,0,0,17
Zhejiang,1205,1,975,0,0,43
Jiangxi,935,1,790,1,0,36
Hubei,65914,2682,26403,318,41,3020
Guangxi,252,2,168,0,0,7
Gansu,91,2,82,0,0,1
Shanxi,133,0,112,0,0,5
Inner Mongolia,75,0,45,0,0,2
Shaanxi,245,1,199,0,0,4
Jilin,93,1,73,0,0,6
Fujian,296,1,235,0,0,7
Guizhou,146,2,112,0,0,0
Guangdong,1348,7,935,1,0,45
Qinghai,18,0,18,0,0,0
Tibet,1,0,1,0,0,0
Sichuan,538,3,338,4,0,17
Ningxia,72,0,68,0,0,0
Hainan,168,5,133,0,0,2
Taiwan,34,1,6,2,0,1
Hong Kong,94,2,30,2,0,6
Macau,10,0,8,0,0,0
