Beijing,352,3,56,10,0,8
Tianjin,112,2,11,6,0,1
Shanghai,311,1,57,8,0,5
Chongqing,518,3,102,13,0,23
Hebei,251,2,54,12,0,6
Henan,1135,8,246,30,1,28
Yunnan,154,0,26,1,0,6
Liaoning,116,1,20,5,1,1
Heilongjiang,378,8,31,18,0,3
Hunan,946,2,304,34,1,57
Anhui,889,4,127,29,0,22
Shandong,497,2,92,10,1,12
Xinjiang,59,0,3,4,0,0
Jiangsu,543,0,125,28,0,32
Zhejiang,1131,0,321,14,0,51
Jiangxi,844,1,152,40,0,24
Hubei,33366,1068,2686,0,0,47
Guangxi,222,1,32,7,0,-1
Gansu,87,2,31,1,0,7
Shanxi,126,0,33,2,0,3
Inner Mongolia,60,0,6,2,0,1
Shaanxi,225,0,43,6,0,11
Jilin,83,1,22,2,0,4
Fujian,272,0,53,5,0,8
Guizhou,133,1,18,6,0,1
Guangdong,1219,1,275,42,0,63
Qinghai,18,0,9,0,0,4
Tibet,1,0,1,0,0,1
Sichuan,436,1,92,19,0,7
Ningxia,58,0,24,5,0,2
Hainan,157,4,27,13,1,7
Taiwan,18,0,1,0,0,0
Hong Kong,50,1,1,1,0,1
Macau,10,0,2,0,0,1
