Beijing,429,8,320,1,0,5
Tianjin,136,3,131,0,0,1
Shanghai,344,3,319,2,0,4
Chongqing,576,6,547,0,0,5
Hebei,318,6,307,0,0,0
Henan,1272,22,1247,0,0,0
Yunnan,174,2,170,0,0,0
Liaoning,125,1,111,0,0,2
Heilongjiang,481,13,434,0,0,4
Hunan,1018,4,990,0,0,11
Anhui,990,6,984,0,0,0
Shandong,758,6,719,0,0,19
Xinjiang,76,3,73,0,0,0
Jiangsu,631,0,627,0,0,6
Zhejiang,1215,1,1191,0,0,15
Jiangxi,935,1,927,0,0,4
Hubei,67760,3024,47743,17,16,1255
Guangxi,252,2,234,0,0,4
Gansu,125,2,88,1,0,0
Shanxi,133,0,131,0,0,4
Inner Mongolia,75,1,70,0,0,0
Shaanxi,245,1,227,0,0,0
Jilin,93,1,91,0,0,0
Fujian,296,1,295,0,0,0
Guizhou,146,2,129,0,0,6
Guangdong,1353,8,1274,1,0,14
Qinghai,18,0,18,0,0,0
Tibet,1,0,1,0,0,0
Sichuan,539,3,478,0,0,12
Ningxia,75,0,71,0,0,0
Hainan,168,6,159,0,0,0
Taiwan,47,1,17,2,0,2
Hong Kong,120,3,65,5,0,6
Macau,10,0,10,0,0,0
