Beijing,587,8,443,1,0,2
Tianjin,180,3,144,0,0,0
Shanghai,536,6,389,5,0,6
Chongqing,579,6,570,0,0,0
Hebei,327,6,310,0,0,0
Henan,1276,22,1252,0,0,1
Yunnan,184,2,172,0,0,0
Liaoning,142,2,128,0,0,2
Heilongjiang,524,13,469,20,0,0
Hunan,1019,4,1014,0,0,0
Anhui,990,6,984,0,0,0
Shandong,780,7,755,1,0,0
Xinjiang,76,3,73,0,0,0
Jiangsu,651,0,633,0,0,0
Zhejiang,1264,1,1230,1,0,0
Jiangxi,937,1,935,0,0,0
Hubei,67803,3212,64014,0,2,69
Guangxi,254,2,252,0,0,0
Gansu,139,2,132,1,0,1
Shanxi,138,0,133,0,0,0
Inner Mongolia,118,1,74,1,0,0
Shaanxi,256,3,246,0,0,1
Jilin,98,1,92,0,0,0
Fujian,350,1,305,0,0,2
Guizhou,146,2,144,0,0,0
Guangdong,1532,8,1395,8,0,8
Qinghai,18,0,18,0,0,0
Tibet,1,0,1,0,0,0
Sichuan,559,3,540,1,0,1
Ningxia,75,0,75,0,0,0
Hainan,168,6,162,0,0,0
Taiwan,373,5,57,10,0,7
Hong Kong,914,4,216,24,0,10
Macau,44,0,10,0,0,0
