Beijing,558,8,401,21,0,0
Tianjin,145,3,133,4,0,0
Shanghai,414,4,330,10,0,1
Chongqing,578,6,570,1,0,0
Hebei,319,6,310,0,0,0
Henan,1274,22,1250,0,0,0
Yunnan,176,2,172,0,0,0
Liaoning,127,2,124,0,0,0
Heilongjiang,484,13,468,0,0,3
Hunan,1018,4,1014,0,0,0
Anhui,990,6,984,0,0,0
Shandong,768,7,752,0,0,0
Xinjiang,76,3,73,0,0,0
Jiangsu,636,0,631,3,0,0
Zhejiang,1240,1,1221,2,0,0
Jiangxi,936,1,934,0,0,0
Hubei,67801,3160,60324,1,7,442
Guangxi,254,2,250,0,0,0
Gansu,136,2,119,0,0,5
Shanxi,134,0,133,1,0,0
Inner Mongolia,75,1,74,0,0,0
Shaanxi,249,3,240,1,0,1
Jilin,93,1,92,0,0,0
Fujian,318,1,295,5,0,0
Guizhou,146,2,144,0,0,0
Guangdong,1428,8,1333,13,0,1
Qinghai,18,0,18,0,0,0
Tibet,1,0,1,0,0,0
Sichuan,545,3,536,2,0,0
Ningxia,75,0,75,0,0,0
Hainan,168,6,162,0,0,1
Taiwan,215,2,29,20,0,1
Hong Kong,386,4,101,30,0,1
Macau,25,0,10,1,0,0
