Beijing,381,4,114,1,0,6
Tianjin,125,3,46,1,0,1
Shanghai,333,1,161,5,0,21
Chongqing,553,5,225,2,0,18
Hebei,301,3,122,1,0,17
Henan,1246,16,509,15,3,69
Yunnan,171,0,47,0,0,5
Liaoning,121,1,43,0,0,3
Heilongjiang,457,11,85,12,0,6
Hunan,1006,3,498,2,0,34
Anhui,973,6,280,11,0,25
Shandong,541,2,191,4,0,18
Xinjiang,75,1,12,4,0,0
Jiangsu,626,0,258,9,0,40
Zhejiang,1171,0,507,4,0,51
Jiangxi,930,1,275,5,0,35
Hubei,59989,1789,7862,1807,93,1223
Guangxi,238,2,53,1,0,4
Gansu,91,2,58,1,0,4
Shanxi,130,0,53,1,0,3
Inner Mongolia,72,0,8,2,0,0
Shaanxi,240,0,79,4,0,8
Jilin,89,1,34,0,0,4
Fujian,290,0,90,3,0,8
Guizhou,146,1,57,2,0,11
Guangdong,1322,4,524,6,2,59
Qinghai,18,0,13,0,0,0
Tibet,1,0,1,0,0,0
Sichuan,495,3,156,14,0,25
Ningxia,70,0,35,0,0,2
Hainan,163,4,59,1,0,7
Taiwan,22,1,2,2,0,0
Hong Kong,60,1,2,3,0,0
Macau,10,0,5,0,0,0
