Beijing,91,1,4
Tianjin,24,0,0
Shanghai,66,1,4
Chongqing,132,0,0
Hebei,33,1,0
Henan,168,1,0
Yunnan,44,0,0
Liaoning,34,0,0
Heilongjiang,33,1,0
Hunan,143,0,0
Anhui,106,0,0
Shandong,95,0,0
Xinjiang,10,0,0
Jiangsu,70,0,1
Zhejiang,173,0,3
Jiangxi,109,0,3
Hubei,3554,125,80
Guangxi,51,0,2
Gansu,19,0,0
Shanxi,27,0,0
Inner Mongolia,15,0,0
Shaanxi,46,0,0
Jilin,8,0,0
Fujian,80,0,0
Guizhou,9,0,0
Guangdong,207,0,4
Qinghai,6,0,0
Sichuan,90,0,0
Ningxia,11,0,0
Hainan,40,1,0
Taiwan,8,0,0
Hong Kong,8,0,0
Macau,7,0,0
