Beijing,399,4,198,0,0,9
Tianjin,135,3,87,0,0,6
Shanghai,335,3,261,0,0,12
Chongqing,576,6,349,1,0,14
Hebei,311,6,234,0,0,15
Henan,1271,19,943,0,0,75
Yunnan,174,2,124,0,0,9
Liaoning,121,1,80,0,0,7
Heilongjiang,480,12,227,0,0,5
Hunan,1016,4,731,0,0,17
Anhui,989,6,663,0,0,26
Shandong,755,5,343,1,1,22
Xinjiang,76,2,30,0,0,2
Jiangsu,631,0,452,0,0,34
Zhejiang,1205,1,782,0,0,22
Jiangxi,934,1,645,0,0,32
Hubei,64287,2495,16748,203,149,1405
Guangxi,251,2,112,2,0,6
Gansu,91,2,80,0,0,2
Shanxi,133,0,94,1,0,6
Inner Mongolia,75,0,34,0,0,7
Shaanxi,245,1,173,0,0,10
Jilin,93,1,60,2,0,6
Fujian,293,1,183,0,0,13
Guizhou,146,2,102,0,0,0
Guangdong,1345,6,786,3,0,31
Qinghai,18,0,18,0,0,0
Tibet,1,0,1,0,0,0
Sichuan,527,3,276,1,0,15
Ningxia,71,0,58,0,0,2
Hainan,168,5,116,0,0,10
Taiwan,30,1,5,2,0,3
Hong Kong,79,2,19,5,0,8
Macau,10,0,6,0,0,0
