Beijing,400,4,215,1,0,17
Tianjin,135,3,91,0,0,4
Shanghai,336,3,268,1,0,7
Chongqing,576,6,372,0,0,23
Hebei,311,6,248,0,0,14
Henan,1271,19,1002,0,0,59
Yunnan,174,2,129,0,0,5
Liaoning,121,1,83,0,0,3
Heilongjiang,480,12,243,0,0,16
Hunan,1016,4,768,0,0,37
Anhui,989,6,712,0,0,49
Shandong,756,6,355,1,1,12
Xinjiang,76,2,30,0,0,0
Jiangsu,631,0,458,0,0,6
Zhejiang,1205,1,808,0,0,26
Jiangxi,934,1,683,0,0,38
Hubei,64786,2563,18971,499,68,2223
Guangxi,252,2,134,1,0,22
Gansu,91,2,80,0,0,0
Shanxi,133,0,98,0,0,4
Inner Mongolia,75,0,35,0,0,1
Shaanxi,245,1,186,0,0,13
Jilin,93,1,63,0,0,3
Fujian,294,1,199,1,0,16
Guizhou,146,2,104,0,0,2
Guangdong,1347,7,822,2,1,36
Qinghai,18,0,18,0,0,0
Tibet,1,0,1,0,0,0
Sichuan,529,3,289,2,0,13
Ningxia,71,0,61,0,0,3
Hainan,168,5,124,0,0,8
Taiwan,31,1,5,1,0,0
Hong Kong,84,2,19,5,0,0
Macau,10,0,7,0,0,1
