Beijing,514,8,400,10,0,4
Tianjin,137,3,133,0,0,0
Shanghai,394,4,328,14,1,1
Chongqing,577,6,570,1,0,0
Hebei,319,6,310,1,0,0
Henan,1273,22,1250,0,0,0
Yunnan,176,2,172,0,0,0
Liaoning,126,2,124,0,0,2
Heilongjiang,484,13,466,0,0,3
Hunan,1018,4,1014,0,0,0
Anhui,990,6,984,0,0,0
Shandong,766,7,750,2,0,1
Xinjiang,76,3,73,0,0,0
Jiangsu,633,0,631,2,0,0
Zhejiang,1237,1,1219,1,0,0
Jiangxi,936,1,934,1,0,0
Hubei,67800,3144,59433,0,5,487
Guangxi,254,2,250,0,0,0
Gansu,136,2,114,2,0,1
Shanxi,133,0,133,0,0,0
Inner Mongolia,75,1,74,0,0,0
Shaanxi,248,3,239,0,0,0
Jilin,93,1,92,0,0,0
Fujian,307,1,295,4,0,0
Guizhou,146,2,144,0,0,0
Guangdong,1407,8,1329,7,0,4
Qinghai,18,0,18,0,0,0
Tibet,1,0,1,0,0,0
Sichuan,543,3,536,1,0,0
Ningxia,75,0,75,0,0,0
Hainan,168,6,161,0,0,0
Taiwan,169,2,28,16,0,0
Hong Kong,317,4,100,44,0,2
Macau,20,0,10,2,0,0
