Beijing,480,8,380,11,0,2
Tianjin,137,3,133,1,0,0
Shanghai,363,3,326,2,0,0
Chongqing,576,6,570,0,0,0
Hebei,318,6,310,0,0,0
Henan,1273,22,1250,0,0,0
Yunnan,176,2,172,0,0,0
Liaoning,125,1,122,0,0,0
Heilongjiang,483,13,460,1,0,1
Hunan,1018,4,1014,0,0,0
Anhui,990,6,984,0,0,0
Shandong,761,7,747,0,0,1
Xinjiang,76,3,73,0,0,0
Jiangsu,631,0,631,0,0,0
Zhejiang,1233,1,1217,1,0,1
Jiangxi,935,1,934,0,0,0
Hubei,67800,3130,57682,0,8,755
Guangxi,253,2,250,0,0,0
Gansu,134,2,91,1,0,0
Shanxi,133,0,133,0,0,0
Inner Mongolia,75,1,74,0,0,1
Shaanxi,246,3,237,0,0,0
Jilin,93,1,92,0,0,0
Fujian,296,1,295,0,0,0
Guizhou,146,2,144,0,0,0
Guangdong,1378,8,1318,8,0,5
Qinghai,18,0,18,0,0,0
Tibet,1,0,1,0,0,0
Sichuan,540,3,536,0,0,11
Ningxia,75,0,75,0,0,0
Hainan,168,6,161,0,0,0
Taiwan,108,1,26,8,0,4
Hong Kong,208,4,95,27,0,3
Macau,17,0,10,2,0,0
