Beijing,469,8,378,13,0,9
Tianjin,136,3,133,0,0,0
Shanghai,361,3,326,3,0,1
Chongqing,576,6,570,0,0,0
Hebei,318,6,310,0,0,0
Henan,1273,22,1250,0,0,0
Yunnan,176,2,172,0,0,0
Liaoning,125,1,122,0,0,2
Heilongjiang,482,13,459,0,0,3
Hunan,1018,4,1014,0,0,0
Anhui,990,6,984,0,0,0
Shandong,761,7,746,0,0,0
Xinjiang,76,3,73,0,0,0
Jiangsu,631,0,631,0,0,0
Zhejiang,1232,1,1216,0,0,0
Jiangxi,935,1,934,0,0,0
Hubei,67800,3122,56927,1,11,924
Guangxi,253,2,250,0,0,2
Gansu,133,2,91,0,0,0
Shanxi,133,0,133,0,0,0
Inner Mongolia,75,1,73,0,0,0
Shaanxi,246,3,237,0,0,1
Jilin,93,1,92,0,0,0
Fujian,296,1,295,0,0,0
Guizhou,146,2,144,-1,0,0
Guangdong,1370,8,1313,6,0,6
Qinghai,18,0,18,0,0,0
Tibet,1,0,1,0,0,0
Sichuan,540,3,525,0,0,5
Ningxia,75,0,75,0,0,0
Hainan,168,6,161,0,0,0
Taiwan,100,1,22,23,0,0
Hong Kong,181,4,92,19,0,4
Macau,15,0,10,3,0,0
