Beijing,68,0,2
Tianjin,14,0,0
Shanghai,40,1,1
Chongqing,75,0,0
Hebei,13,1,0
Henan,83,1,0
Yunnan,16,0,0
Liaoning,21,0,0
Heilongjiang,15,1,0
Hunan,69,0,0
Anhui,60,0,0
Shandong,46,0,0
Xinjiang,4,0,0
Jiangsu,33,0,1
Zhejiang,104,0,1
Jiangxi,36,0,0
Hubei,1058,52,42
Guangxi,36,0,0
Gansu,7,0,0
Shanxi,9,0,0
Inner Mongolia,7,0,0
Shaanxi,22,0,0
Jilin,4,0,0
Fujian,35,0,0
Guizhou,5,0,0
Guangdong,111,0,2
Qinghai,1,0,0
Tibet,0,0,0
Sichuan,44,0,0
Ningxia,4,0,0
Hainan,22,0,0
Taiwan,4,0,0
Hong Kong,8,0,0
Macau,5,0,0
