Beijing,114,1,4,3,0,0
Tianjin,31,0,0,4,0,0
Shanghai,112,1,5,16,0,0
Chongqing,182,0,1,35,0,0
Hebei,65,1,0,17,0,0
Henan,278,2,2,72,0,1
Yunnan,70,0,0,15,0,0
Liaoning,41,0,1,2,0,0
Heilongjiang,44,2,0,6,1,0
Hunan,277,0,2,56,0,2
Anhui,200,0,2,48,0,0
Shandong,158,0,1,28,0,0
Xinjiang,14,0,0,1,0,0
Jiangsu,129,0,1,30,0,0
Zhejiang,428,0,4,132,0,1
Jiangxi,162,0,5,53,0,2
Hubei,4903,162,90,1349,37,2
Guangxi,78,0,2,20,0,0
Gansu,26,0,0,2,0,0
Shanxi,35,0,1,8,0,0
Inner Mongolia,19,0,0,3,0,0
Shaanxi,63,0,0,7,0,0
Jilin,14,0,1,5,0,1
Fujian,101,0,0,17,0,0
Guizhou,12,0,1,3,0,0
Guangdong,354,0,10,77,0,5
Qinghai,8,0,0,2,0,0
Tibet,1,0,0,0,0,0
Sichuan,142,1,1,34,0,0
Ningxia,17,0,0,5,0,0
Hainan,46,1,1,3,0,1
Taiwan,9,0,0,1,0,0
Hong Kong,10,0,0,0,0,0
Macau,7,0,0,0,0,0
