省份,指标,202004,202003,202002,202001,201912,201911,201910,201909,201908,201907,201906,201905,201904,201903,201902,201901,201812,201811,201810,201909,201908,201907,201906,201905
北京市,居民消费价格指数(上年同月=100),102.3793426,103.24574761,103.55366415,104.46560582,103.27334884,103.16730993,102.34360346,102.37262691,102.3836149,102.59631521,102.58197996,101.80972612,101.57786056,101.88950643,101.57529799,101.92357028,102.03756019,102.40418431,103.02277241,102.78653477,102.93660269,102.84529847,102.21814421,102.282723
北京市,食品烟酒类居民消费价格指数(上年同月=100),106.86783572,108.99098923,109.78721889,110.25816291,109.05590759,108.98922149,105.59143609,104.39492681,103.91479771,105.37357099,105.8268414,105.47626971,104.62126916,104.28599942,102.21608431,102.93728913,103.06762907,103.332684,104.16175795,104.07509448,104.6493376,103.11969323,102.09722283,102.0070183
北京市,衣着类居民消费价格指数(上年同月=100),99.6769868,99.88358457,100.07881209,100.7086159,100.26653916,100.84997518,100.58927643,102.15965131,102.14166289,102.20585155,102.71590061,102.34817458,101.9308436,102.59608431,103.26398049,102.10133655,102.92321929,101.27168114,101.08454567,99.97010292,99.69082456,100.11491937,99.49476997,99.0258802
北京市,居住类居民消费价格指数(上年同月=100),99.07162996,99.38741715,99.48939305,100.6742242,100.45475781,100.99900181,100.97705746,101.33654136,101.28972791,101.32914697,101.35924394,100.94406766,101.07266878,101.39999705,103.01303414,102.06979208,102.13923254,102.35016341,102.97808946,103.08049438,103.30885243,103.33831033,103.42404821,103.6295405
北京市,生活用品及服务类居民消费价格指数(上年同月=100),100.33406394,100.61960079,100.04633583,97.79787588,98.03284271,98.7214858,99.06685132,99.13645176,99.40057598,99.60829372,100.30231992,100.17106895,100.09310555,99.79303283,100.11975376,101.99275838,102.2848485,101.4301692,101.28593807,101.46915828,101.1205351,100.98376286,100.68200833,101.1066213
北京市,交通和通信类居民消费价格指数(上年同月=100),92.56152744,93.28723328,97.62643336,101.87685343,98.89341943,96.36259643,96.33267818,96.59334146,97.35714135,96.3748565,97.71408244,97.70858944,98.36384756,99.4362435,95.36982026,96.24967287,96.87127787,100.10064364,102.33132349,101.41110402,100.84347784,102.24646567,100.99253479,101.0976801
北京市,教育文化和娱乐类居民消费价格指数(上年同月=100),104.26380969,104.81306036,101.97665516,103.36244766,100.06622833,99.59939786,99.2308641,99.63921435,100.65674423,100.76645001,101.39775693,100.9718615,100.46913198,101.52212137,102.51525479,105.29660333,104.03377151,104.63670425,104.9257952,104.59124315,104.37766341,105.07246934,104.02070833,104.1466854
北京市,医疗保健类居民消费价格指数(上年同月=100),113.57884757,113.4153071,113.01156708,112.92878291,113.4243278,113.72806611,114.19830169,114.58539422,114.01391562,114.39645651,108.19398964,101.52685564,101.08993439,101.37688681,101.68408732,101.77987255,101.81134599,101.8384782,101.46013877,101.32115383,101.95611282,101.91561619,101.42624422,101.4334442
北京市,其他用品和服务类居民消费价格指数(上年同月=100),108.31970107,109.50830875,108.12268874,107.26355257,104.27572938,104.60811934,105.99355608,106.23769684,105.32466662,103.27629209,102.3523202,101.08557163,100.89495613,100.87647323,101.77946161,101.59584262,102.665478,102.12735065,101.89505523,101.44240389,102.33660651,102.70759994,101.7993743,102.2144433
天津市,居民消费价格指数(上年同月=100),102.61255295,103.50812044,103.82770488,104.58951174,104.06889187,103.98003992,103.29238755,102.80570369,102.38449261,102.32561288,102.24639496,102.30252443,102.85679617,102.35429749,101.75371114,101.72577339,101.81329968,102.00020191,102.22293799,102.28879277,102.22467845,102.04911275,101.88391249,101.8835515
天津市,食品烟酒类居民消费价格指数(上年同月=100),108.38516206,110.29689639,111.32243089,111.80787278,109.62649218,110.31367307,107.14550095,104.45382622,103.61855564,104.09250919,104.40138702,103.52882735,103.66261369,102.62800343,100.55750905,101.83024586,102.3506445,102.34726693,102.93378725,104.31902474,104.32395304,103.21430386,102.21441076,102.8558771
天津市,衣着类居民消费价格指数(上年同月=100),99.32681909,99.58619557,100.25248659,100.10914266,100.74930864,101.90755148,101.74461934,102.40692965,101.91014216,102.0691777,102.25527083,101.9179721,102.63656432,102.94522558,102.60218622,102.5335012,101.75415621,101.84933899,101.82388726,101.4900613,101.36189479,101.25726009,100.97357522,101.195039
天津市,居住类居民消费价格指数(上年同月=100),100.33645319,100.74703679,100.91403235,101.50128652,102.35993591,102.09331876,102.14409965,102.25123054,102.15070821,102.00167897,101.72493144,102.3583587,103.31136468,102.72270101,102.89649347,102.3205794,102.01244352,101.87689503,101.74020494,101.66441049,101.536832,101.45426583,101.43110813,101.1390825
天津市,生活用品及服务类居民消费价格指数(上年同月=100),100.33075233,99.81961381,100.0548197,100.32853387,100.18483725,100.2074738,100.67169718,100.61130976,100.60970445,100.56359509,100.75689201,101.16252817,101.48133564,102.10261065,101.01621075,100.97117588,101.55735027,101.22991925,100.85880326,100.9212327,100.78166737,100.93408394,100.89500938,101.0776118
天津市,交通和通信类居民消费价格指数(上年同月=100),95.83980741,97.04190587,99.11665682,101.67675463,99.88588736,97.43610768,97.24228369,98.10893284,99.0274938,98.89359202,99.41239734,99.92164135,100.89082454,101.0707924,100.03802485,99.47169776,100.46791335,102.65229678,103.74704587,102.76220814,101.92969908,102.70482376,101.99664528,100.7815092
天津市,教育文化和娱乐类居民消费价格指数(上年同月=100),103.07466439,104.86858693,102.21082114,104.52311391,104.64093213,105.32886131,105.87127138,106.00809094,104.16576304,103.76178248,102.87809171,103.95599339,104.80097925,102.79849351,103.8296582,102.72414167,101.83843183,101.60011814,101.85210403,100.87728207,100.62178297,100.77662158,102.84764565,102.9280818
