指标,202004,202003,202002,202001,201912,201911,201910,201909,201908,201907,201906,201905,201904,201903,201902,201901,201812,201811,201810,201809,201808,201807,201806,201805,201804,201803,201802,201801,201712,201711,201710,201709,201708,201707,201706,201705
中西药品类商品零售类值_累计增长,4.3,2.9,0.2,0,9,9.1,9.6,10.1,10.6,11,10.9,11,11,10.8,10.3,0,9.440682756,9.3,9.3,9.1,9.1,9.4,9.3,9.4,9.8,10.4,10.1,0,12.4,12.2,12.4,12.4,12.1,12.2,12.1,11.7
文化办公用品类商品零售类值_当期值,261.5,264.3,0,0,333.2,367.5,249.5,284.6,288.1,258,321.3,230.8,241.9,249.4,0,0,385.6889,360.3,265.9,294.6,249.6,238.1,317.5,227.1,236.1,272.6,0,0,433.8,401.5,318.8,337.9,296.3,283.6,355.4,251
文化办公用品类商品零售类值_累计值,922.8,658.7,392.8,0,3228.3,2899.3,2531.2,2282.6,2025.6,1739,1482.3,1163.2,936,692.1,443,0,3264.14312,2897.3,2533.6,2269.2,1979.5,1725.3,1475.8,1142,922.5,688.6,434.9,0,3661.3,3255.3,2856.1,2541.3,2198.2,1896.8,1614.7,1257.6
文化办公用品类商品零售类值_同比增长,6.5,6.1,0,0,-11.5,4.6,-3.4,-0.2,19.8,14.5,6.5,3.1,3.6,-4,0,0,-4,-0.4,-3.3,4.9,5.4,1.8,3.5,8.1,18.3,12.6,0,0,12.7,9.5,6.4,4.4,5.8,10.8,16.4,5
文化办公用品类商品零售类值_累计增长,-0.8,-3.4,-8.9,0,3.3,5.3,5.4,6.4,7.4,5.6,4.2,3.6,3.7,3.8,8.8,0,2.958867535,4,4.6,5.7,5.8,5.9,6.6,7.5,7.3,4,-0.9,0,9.8,9.5,9.5,9.9,10.8,11.6,11.8,10.5
家具类商品零售类值_当期值,115.3,105.1,0,0,212.3,193.3,174.5,178,161.3,162.5,184.3,151.5,142.6,158,0,0,250.53921,221.2,213.2,205.1,188,191.4,213.4,183.9,174.1,178,0,0,309.8,277.1,278.5,276.1,244.1,246.5,277.3,245
家具类商品零售类值_累计值,359.2,247.6,142,0,1970.3,1757.5,1568.5,1396.3,1220.2,1061.8,896.2,711.8,557.9,414.3,257,0,2249.77808,2041.6,1820,1608.8,1420.8,1239.8,1053.2,838.2,655.3,480.9,314.3,0,2808.9,2552.3,2395.4,2145.3,1866.2,1622.3,1374.9,1094.9
家具类商品零售类值_同比增长,-5.4,-22.7,0,0,1.8,6.5,1.8,6.3,5.7,6.3,8.3,6.1,4.2,12.8,0,0,12.67365386,8,9.5,9.9,9.5,11.1,15,8.6,8.1,10.9,0,0,12.5,11.9,10,15.5,11.3,12.4,14.8,13.5
家具类商品零售类值_累计增长,-23.1,-29.3,-33.5,0,5.1,5.5,5.4,5.9,5.8,5.8,5.7,5.1,4.8,5,0.7,0,10.13495822,9.8,10.1,10.1,10.2,10.3,10.1,8.9,9,9.3,8.5,0,12.8,12.8,12.9,13.3,13,13.2,13.4,13
通讯器材类商品零售类值_当期值,386.1,392.5,0,0,447.1,555.6,418.1,421.9,364.8,338.3,476.7,334,337.5,364.8,0,0,406.4271,485.1,334.1,385.9,350.9,334.7,452.6,303,315.4,318.4,0,0,429.4,556.9,342.5,364.1,359.8,342.1,427.5,317.8
通讯器材类商品零售类值_累计值,1451.5,1062,664.9,0,4838.8,4379.5,3813.3,3379.1,2942.3,2580.9,2244.3,1761.5,1426,1092.8,736,0,4371.49608,3967.6,3466.9,3134.9,2759.6,2423.1,2081.6,1601.3,1314.4,1000.4,686.2,0,4330.2,3957.5,3425.6,3149.9,2777,2416.4,2073.1,1639.8
通讯器材类商品零售类值_同比增长,12.2,6.5,0,0,8.8,12.1,22.9,8.4,3.5,1,5.9,6.7,2.1,13.8,0,0,-0.9,-5.9,7.1,16.9,6.4,9.6,16.1,12.2,10.8,1.6,0,0,13.4,33.9,2.1,3.8,12.2,7.9,18.5,1.9
通讯器材类商品零售类值_累计增长,0.1,-3.6,-8.8,0,8.5,8.5,8,6.4,6.1,6.5,7.4,7.8,8,10,8.2,0,7.131801164,8,10.4,10.7,9.9,10.4,10.6,9.1,8.4,7.7,10.7,0,11.7,11.5,8.6,9.3,10.1,9.8,10.1,8.1
石油及制品类商品零售类值_当期值,1386.1,1384.1,0,0,1815.2,1720.2,1717.4,1754,1709.6,1641.2,1704.6,1667.7,1599.1,1689.6,0,0,1736.39076,1695.3,1794.9,1765.1,1733.4,1663.9,1662.1,1626.9,1603.2,1592.7,0,0,1907.8,1836.9,1774.9,1757.5,1656.2,1610,1717.1,1632.3
石油及制品类商品零售类值_累计值,4998.4,3627.1,2239.1,0,20041.5,18251.1,16411.8,14696.8,12948.2,11288.2,9689.9,7990.3,6325.3,4730.5,3030,0,19541.10242,17872.8,16185.2,14426.3,12702.1,11037.3,9414,7787.8,6165.1,4565.5,2978.7,0,19743.4,18163.3,16508.7,14706.6,12943.8,11285.4,9680.9,7949.8
石油及制品类商品零售类值_同比增长,-14.1,-18.8,0,0,4,0.5,-4.5,-0.4,-1.2,-1.1,3.5,3.1,0.1,7.1,0,0,5.8,8.5,17.1,19.2,19.6,18.4,16.5,14,13.3,9.1,0,0,10.6,10.4,8.2,8.5,4.5,5.6,4.2,9.1
石油及制品类商品零售类值_累计增长,-21.1,-23.5,-26.2,0,1.2,1,1,1.7,2,2.5,3.1,3.1,3.1,4.1,2.5,0,13.26428013,14,14.6,14.4,13.7,12.8,11.9,11,10.2,9.1,9.1,0,9.2,9.1,8.9,9,9.1,9.8,10.6,12
建筑及装潢材料类商品零售类值_当期值,129.2,125.2,0,0,226.7,204.6,194.5,189.9,180.6,172.8,178.9,158.3,150.7,157.8,0,0,279.77683,253.4,237.1,225.8,214.6,219.2,236.4,211.5,200.7,196.4,0,0,362.8,316.6,310.9,309.5,288.4,291.8,313.2,278
建筑及装潢材料类商品零售类值_累计值,404.8,278,152.2,0,2060.7,1834.3,1630.4,1449.1,1262.5,1082.5,907.4,729.9,570.5,420.2,264,0,2498.17512,2252.5,2003.5,1775.7,1562.6,1377,1165.7,932.5,722.6,522.2,324.5,0,3221.2,2918.5,2704.4,2434.3,2119.7,1831.4,1538.8,1224
建筑及装潢材料类商品零售类值_同比增长,-5.8,-13.9,0,0,0.6,-0.3,2.6,4.2,5.9,0.4,1.1,-1.1,-0.3,10.8,0,0,8.632473363,9.8,8.5,8.4,7.9,5.4,7.2,6.5,11.4,10.2,0,0,5.2,3.6,6.1,9.5,8.8,13.1,15.2,11
建筑及装潢材料类商品零售类值_累计增长,-18.9,-23.9,-30.5,0,2.8,3,3.4,3.6,3.5,3.1,3.6,4.2,5.8,8.1,6.6,0,8.129735807,8.1,7.9,7.8,7.7,7.6,8.1,8.3,8.9,8,6.8,0,10.3,10.9,11.8,12.6,13.1,13.8,13.9,13.6
汽车类商品零售类值_当期值,3082.7,2609,0,0,4428.1,3465.1,3228.1,3397.5,3051.7,3056.2,3668.8,3222.8,3053.9,3179.2,0,0,4267.54733,3459.3,3253.6,3388.1,3239.3,3068.5,3089,3108.9,3068.1,3300.2,0,0,4963.2,4103.4,3728.6,3910,3533.1,3319.9,3651.5,3379.8
汽车类商品零售类值_累计值,9400.2,6326.1,3654.1,0,39389.4,34921.7,31712,28528.1,25123.1,22146.7,19113.4,15422.8,12217.3,9160,5976,0,38948.27726,34782.6,31323.4,28068.3,24735.1,21698.2,18670.3,15588,12471.7,9397.8,6118.4,0,42221.9,37805.1,33929,30261.5,26333.2,22778.7,19422.8,15786.4
汽车类商品零售类值_同比增长,0,-18.1,0,0,1.8,-1.8,-3.3,-2.2,-8.1,-2.6,17.2,2.1,-2.1,-4.4,0,0,-8.5,-10,-6.4,-7.1,-3.2,-2,-7,-1,3.5,3.5,0,0,2.2,4.2,6.9,7.9,7.9,8.1,9.8,7
汽车类商品零售类值_累计增长,-22.6,-30.3,-37,0,-0.8,-1.1,-1,-0.7,-0.5,0.6,1.2,-2,-3.1,-3.4,-2.8,0,-2.38990672,-1.6,-0.6,0.2,1.3,2,2.7,4.8,6.4,7.4,9.7,0,5.6,6,6.3,6.2,5.9,5.6,5.2,4.2
其他商品零售类值_当期值,0,0,0,0,469.6,405.6,353.7,372.5,340.1,334.6,375.7,322.4,309.1,349,0,0,526.44233,457.1,403.7,409.6,374,375.3,437.7,393.3,393.5,414.7,0,0,722.6,639.3,581.5,607.2,533.1,537.4,603.5,551.4
其他商品零售类值_累计值,0,0,0,0,4200.1,3734,3337.2,2994.1,2624,2314.6,1981.3,1596.1,1284.1,973.8,626.7,0,4689.67883,4224.8,3785.8,3397,3021.6,2710.1,2365.7,1936.1,1578.4,1192,781.1,0,6452.6,5980.1,5426.7,4904.4,4300.5,3790.4,3253.9,2647.6
其他商品零售类值_同比增长,0,0,0,0,0.9,-0.4,-0.7,3.7,2,0.7,1.3,-3.6,-7.9,2.1,0,0,2.521646657,2,1.7,-0.8,1.3,-1.8,1,-1,3.4,1.7,0,0,0.3,-1.7,-3.3,0.3,0.1,5,7.9,4.2
其他商品零售类值_累计增长,0,0,0,0,-0.5,-0.6,-0.7,-0.6,-1.2,-1.7,-2.1,-2.8,-2.6,-0.8,-2.4,0,0.914926522,0.7,0.6,0.4,0.6,0.5,0.9,0.9,1.4,0.8,0.3,0,2.8,3.1,3.7,4.6,5.2,5.9,6.1,5.7
